Zeit von [CET/CEST],Zeit bis [CET/CEST],Wind [MW],Solar [MW],Biomasse [MW],Gas [MW],Kohle [MW],Öl [MW],Geothermie [MW],Pumpspeicher [MW],Lauf- und Schwellwasser [MW],Speicher [MW],Sonstige Erneuerbare [MW],Müll [MW],Andere [MW],time
01.01.2023 00:00:00,01.01.2023 01:00:00,0.29,0.0,240.0,27.7,0.0,0.0,0.072,-1515.4,0.36,78.8,0.0,100.0,22.0,"(2030, 1)"
01.01.2023 01:00:00,01.01.2023 02:00:00,0.27,0.0,240.0,28.2,0.0,0.0,0.072,-1586.2,0.36,69.2,0.0,100.0,22.0,"(2030, 2)"
01.01.2023 02:00:00,01.01.2023 03:00:00,0.28,0.0,240.0,28.2,0.0,0.0,0.072,-1696.7,0.35,67.8,0.0,100.0,22.0,"(2030, 3)"
01.01.2023 03:00:00,01.01.2023 04:00:00,0.25,0.0,240.0,35.8,0.0,0.0,0.072,-1723.2,0.34,71.2,0.0,100.0,22.0,"(2030, 4)"
01.01.2023 04:00:00,01.01.2023 05:00:00,0.16,0.0,242.0,51.5,0.0,0.0,0.072,-1665.5,0.35,110.1,0.0,100.0,22.0,"(2030, 5)"
01.01.2023 05:00:00,01.01.2023 06:00:00,0.1,0.0,244.0,51.3,0.0,0.0,0.072,-1540.2,0.35,109.4,0.0,100.0,22.0,"(2030, 6)"
01.01.2023 06:00:00,01.01.2023 07:00:00,0.09,0.0,244.0,51.9,0.0,0.0,0.072,-1058.1,0.36,94.1,0.0,100.0,22.0,"(2030, 7)"
01.01.2023 07:00:00,01.01.2023 08:00:00,0.06,0.0,244.0,51.3,0.0,0.0,0.072,-1068.1,0.37,141.1,0.0,100.0,22.0,"(2030, 8)"
01.01.2023 08:00:00,01.01.2023 09:00:00,0.08,0.01,244.0,52.0,0.0,0.0,0.072,-841.0,0.39,113.2,0.0,100.0,22.0,"(2030, 9)"
01.01.2023 09:00:00,01.01.2023 10:00:00,0.06,0.03,244.0,55.3,0.0,0.0,0.072,-951.6,0.41,152.7,0.0,100.0,22.0,"(2030, 10)"
01.01.2023 10:00:00,01.01.2023 11:00:00,0.09,0.06,244.0,39.5,0.0,0.0,0.072,-1015.2,0.42,140.1,0.0,100.0,22.0,"(2030, 11)"
01.01.2023 11:00:00,01.01.2023 12:00:00,0.07,0.08,244.0,32.0,0.0,0.0,0.072,-1001.0,0.44,160.0,0.0,100.0,22.0,"(2030, 12)"
01.01.2023 12:00:00,01.01.2023 13:00:00,0.05,0.09,244.0,31.5,0.0,0.0,0.072,-807.6,0.43,187.4,0.0,100.0,22.0,"(2030, 13)"
01.01.2023 13:00:00,01.01.2023 14:00:00,0.03,0.08,244.0,30.1,0.0,0.0,0.072,-898.2,0.43,159.2,0.0,100.0,22.0,"(2030, 14)"
01.01.2023 14:00:00,01.01.2023 15:00:00,0.03,0.06,244.0,28.9,0.0,0.0,0.072,-521.4,0.42,162.2,0.0,100.0,22.0,"(2030, 15)"
01.01.2023 15:00:00,01.01.2023 16:00:00,0.05,0.03,244.0,28.3,0.0,0.0,0.072,-292.8,0.39,173.7,0.0,100.0,22.0,"(2030, 16)"
01.01.2023 16:00:00,01.01.2023 17:00:00,0.08,0.0,244.0,27.0,0.0,0.0,0.072,351.7,0.38,195.0,0.0,100.0,22.0,"(2030, 17)"
01.01.2023 17:00:00,01.01.2023 18:00:00,0.17,0.0,244.0,26.7,0.0,0.0,0.072,854.0,0.38,228.0,0.0,100.0,22.0,"(2030, 18)"
01.01.2023 18:00:00,01.01.2023 19:00:00,0.16,0.0,244.0,26.8,0.0,0.0,0.072,924.2,0.38,205.1,0.0,100.0,22.0,"(2030, 19)"
01.01.2023 19:00:00,01.01.2023 20:00:00,0.19,0.0,244.0,26.4,0.0,0.0,0.072,1187.0,0.38,207.0,0.0,100.0,22.0,"(2030, 20)"
01.01.2023 20:00:00,01.01.2023 21:00:00,0.21,0.0,244.0,26.9,0.0,0.0,0.072,599.5,0.37,182.1,0.0,100.0,22.0,"(2030, 21)"
01.01.2023 21:00:00,01.01.2023 22:00:00,0.21,0.0,244.0,27.0,0.0,0.0,0.072,196.0,0.37,131.2,0.0,100.0,22.0,"(2030, 22)"
01.01.2023 22:00:00,01.01.2023 23:00:00,0.17,0.0,244.0,27.6,0.0,0.0,0.072,232.2,0.37,133.4,0.0,100.0,22.0,"(2030, 23)"
01.01.2023 23:00:00,02.01.2023 00:00:00,0.18,0.0,244.0,27.1,0.0,0.0,0.072,-87.5,0.36,170.9,0.0,100.0,22.0,"(2030, 24)"
02.01.2023 00:00:00,02.01.2023 01:00:00,0.19,0.0,244.0,27.3,0.0,0.0,0.072,-726.9,0.35,155.7,0.0,100.0,22.0,"(2030, 25)"
02.01.2023 01:00:00,02.01.2023 02:00:00,0.22,0.0,244.0,27.3,0.0,0.0,0.072,-1538.9,0.35,125.9,0.0,100.0,22.0,"(2030, 26)"
02.01.2023 02:00:00,02.01.2023 03:00:00,0.23,0.0,244.0,27.8,0.0,0.0,0.072,-1891.3,0.35,58.3,0.0,100.0,22.0,"(2030, 27)"
02.01.2023 03:00:00,02.01.2023 04:00:00,0.17,0.0,244.0,27.8,0.0,0.0,0.072,-1801.2,0.34,61.2,0.0,100.0,22.0,"(2030, 28)"
02.01.2023 04:00:00,02.01.2023 05:00:00,0.13,0.0,244.0,43.3,0.0,0.0,0.072,-1446.2,0.35,92.7,0.0,100.0,22.0,"(2030, 29)"
02.01.2023 05:00:00,02.01.2023 06:00:00,0.13,0.0,244.0,136.8,0.0,0.0,0.072,-473.5,0.35,105.8,0.0,100.0,22.0,"(2030, 30)"
02.01.2023 06:00:00,02.01.2023 07:00:00,0.13,0.0,240.0,194.2,0.0,0.0,0.072,74.6,0.37,84.1,0.0,100.0,22.0,"(2030, 31)"
02.01.2023 07:00:00,02.01.2023 08:00:00,0.12,0.0,240.0,417.4,0.0,0.0,0.072,439.3,0.38,180.6,0.0,100.0,22.0,"(2030, 32)"
02.01.2023 08:00:00,02.01.2023 09:00:00,0.1,0.01,240.0,534.0,0.0,0.0,0.072,899.2,0.39,257.9,0.0,100.0,22.0,"(2030, 33)"
02.01.2023 09:00:00,02.01.2023 10:00:00,0.08,0.03,242.0,651.0,0.0,0.0,0.072,981.7,0.4,269.6,0.0,100.0,22.0,"(2030, 34)"
02.01.2023 10:00:00,02.01.2023 11:00:00,0.06,0.04,240.0,734.8,0.0,0.0,0.072,634.0,0.4,274.0,0.0,100.0,22.0,"(2030, 35)"
02.01.2023 11:00:00,02.01.2023 12:00:00,0.05,0.06,240.0,728.6,0.0,0.0,0.072,799.9,0.4,273.1,0.0,100.0,22.0,"(2030, 36)"
02.01.2023 12:00:00,02.01.2023 13:00:00,0.05,0.07,240.0,718.8,0.0,0.0,0.072,998.6,0.4,279.8,0.0,100.0,22.0,"(2030, 37)"
02.01.2023 13:00:00,02.01.2023 14:00:00,0.03,0.07,243.0,704.4,0.0,0.0,0.072,1304.2,0.39,269.3,0.0,100.0,22.0,"(2030, 38)"
02.01.2023 14:00:00,02.01.2023 15:00:00,0.03,0.05,244.0,689.9,0.0,0.0,0.072,1224.6,0.39,355.4,0.0,100.0,22.0,"(2030, 39)"
02.01.2023 15:00:00,02.01.2023 16:00:00,0.02,0.02,242.0,697.9,0.0,0.0,0.072,1583.6,0.4,343.4,0.0,100.0,22.0,"(2030, 40)"
02.01.2023 16:00:00,02.01.2023 17:00:00,0.02,0.0,240.0,813.8,0.0,0.0,0.072,1765.4,0.4,355.3,0.0,100.0,22.0,"(2030, 41)"
02.01.2023 17:00:00,02.01.2023 18:00:00,0.01,0.0,240.0,840.4,0.0,0.0,0.072,2305.0,0.4,557.2,0.0,100.0,22.0,"(2030, 42)"
02.01.2023 18:00:00,02.01.2023 19:00:00,0.02,0.0,240.0,840.9,0.0,0.0,0.072,2380.3,0.41,583.4,0.0,100.0,22.0,"(2030, 43)"
02.01.2023 19:00:00,02.01.2023 20:00:00,0.06,0.0,240.0,846.3,0.0,0.0,0.072,2372.6,0.41,510.0,0.0,100.0,22.0,"(2030, 44)"
02.01.2023 20:00:00,02.01.2023 21:00:00,0.13,0.0,240.0,844.5,0.0,0.0,0.072,1953.1,0.39,418.8,0.0,100.0,22.0,"(2030, 45)"
02.01.2023 21:00:00,02.01.2023 22:00:00,0.09,0.0,240.0,833.1,0.0,0.0,0.072,1551.8,0.38,290.9,0.0,100.0,22.0,"(2030, 46)"
02.01.2023 22:00:00,02.01.2023 23:00:00,0.05,0.0,240.0,819.2,0.0,0.0,0.072,1356.7,0.37,215.9,0.0,100.0,22.0,"(2030, 47)"
02.01.2023 23:00:00,03.01.2023 00:00:00,0.04,0.0,240.0,787.2,0.0,0.0,0.072,1003.8,0.36,112.3,0.0,100.0,22.0,"(2030, 48)"
03.01.2023 00:00:00,03.01.2023 01:00:00,0.03,0.0,244.0,770.7,0.0,0.0,0.072,272.4,0.35,114.3,0.0,100.0,22.0,"(2030, 49)"
03.01.2023 01:00:00,03.01.2023 02:00:00,0.02,0.0,244.0,750.6,0.0,0.0,0.072,50.3,0.35,96.4,0.0,100.0,22.0,"(2030, 50)"
03.01.2023 02:00:00,03.01.2023 03:00:00,0.03,0.0,244.0,611.1,0.0,0.0,0.072,-60.5,0.34,72.3,0.0,100.0,22.0,"(2030, 51)"
03.01.2023 03:00:00,03.01.2023 04:00:00,0.04,0.0,244.0,582.0,0.0,0.0,0.072,-124.5,0.34,59.1,0.0,100.0,22.0,"(2030, 52)"
03.01.2023 04:00:00,03.01.2023 05:00:00,0.04,0.0,244.0,599.0,0.0,0.0,0.072,-23.0,0.33,60.2,0.0,100.0,22.0,"(2030, 53)"
03.01.2023 05:00:00,03.01.2023 06:00:00,0.05,0.0,244.0,611.9,0.0,0.0,0.072,271.7,0.34,85.1,0.0,100.0,22.0,"(2030, 54)"
03.01.2023 06:00:00,03.01.2023 07:00:00,0.05,0.0,240.0,765.3,0.0,0.0,0.072,1021.4,0.36,94.9,0.0,100.0,22.0,"(2030, 55)"
03.01.2023 07:00:00,03.01.2023 08:00:00,0.05,0.0,240.0,859.2,0.0,0.0,0.072,2579.3,0.37,197.5,0.0,100.0,22.0,"(2030, 56)"
03.01.2023 08:00:00,03.01.2023 09:00:00,0.04,0.01,240.0,881.0,0.0,0.0,0.072,3002.6,0.41,383.4,0.0,100.0,22.0,"(2030, 57)"
03.01.2023 09:00:00,03.01.2023 10:00:00,0.07,0.02,240.0,900.3,0.0,0.0,0.072,2288.2,0.41,195.5,0.0,100.0,22.0,"(2030, 58)"
03.01.2023 10:00:00,03.01.2023 11:00:00,0.08,0.03,242.0,899.0,0.0,0.0,0.072,2142.2,0.42,184.2,0.0,100.0,22.0,"(2030, 59)"
03.01.2023 11:00:00,03.01.2023 12:00:00,0.1,0.04,240.0,900.6,0.0,0.0,0.072,1993.4,0.42,184.6,0.0,100.0,22.0,"(2030, 60)"
03.01.2023 12:00:00,03.01.2023 13:00:00,0.09,0.03,241.0,885.5,0.0,0.0,0.072,2187.0,0.41,151.9,0.0,100.0,22.0,"(2030, 61)"
03.01.2023 13:00:00,03.01.2023 14:00:00,0.1,0.03,243.0,893.8,0.0,0.0,0.072,2194.0,0.4,154.8,0.0,100.0,22.0,"(2030, 62)"
03.01.2023 14:00:00,03.01.2023 15:00:00,0.09,0.02,240.0,882.6,0.0,0.0,0.072,2260.6,0.4,168.2,0.0,100.0,22.0,"(2030, 63)"
03.01.2023 15:00:00,03.01.2023 16:00:00,0.08,0.02,240.0,868.8,0.0,0.0,0.072,2632.8,0.4,224.4,0.0,100.0,22.0,"(2030, 64)"
03.01.2023 16:00:00,03.01.2023 17:00:00,0.08,0.0,240.0,872.5,0.0,0.0,0.072,2269.8,0.42,255.1,0.0,100.0,22.0,"(2030, 65)"
03.01.2023 17:00:00,03.01.2023 18:00:00,0.05,0.0,240.0,874.3,0.0,0.0,0.072,2447.4,0.42,295.6,0.0,100.0,22.0,"(2030, 66)"
03.01.2023 18:00:00,03.01.2023 19:00:00,0.07,0.0,240.0,882.4,0.0,0.0,0.072,2582.8,0.43,451.6,0.0,100.0,22.0,"(2030, 67)"
03.01.2023 19:00:00,03.01.2023 20:00:00,0.08,0.0,240.0,885.8,0.0,0.0,0.072,2171.4,0.43,331.2,0.0,100.0,22.0,"(2030, 68)"
03.01.2023 20:00:00,03.01.2023 21:00:00,0.09,0.0,240.0,884.8,0.0,0.0,0.072,1461.8,0.4,222.1,0.0,100.0,22.0,"(2030, 69)"
03.01.2023 21:00:00,03.01.2023 22:00:00,0.16,0.0,240.0,871.0,0.0,0.0,0.072,175.7,0.39,68.1,0.0,100.0,22.0,"(2030, 70)"
03.01.2023 22:00:00,03.01.2023 23:00:00,0.19,0.0,240.0,735.3,0.0,0.0,0.072,-191.0,0.37,70.0,0.0,100.0,22.0,"(2030, 71)"
03.01.2023 23:00:00,04.01.2023 00:00:00,0.17,0.0,240.0,749.3,0.0,0.0,0.072,-612.9,0.35,56.6,0.0,100.0,22.0,"(2030, 72)"
04.01.2023 00:00:00,04.01.2023 01:00:00,0.17,0.0,244.0,863.2,0.0,0.0,0.072,-99.6,0.32,34.7,0.0,100.0,22.0,"(2030, 73)"
04.01.2023 01:00:00,04.01.2023 02:00:00,0.13,0.0,244.0,889.6,0.0,0.0,0.072,-827.6,0.31,28.9,0.0,100.0,22.0,"(2030, 74)"
04.01.2023 02:00:00,04.01.2023 03:00:00,0.1,0.0,244.0,1016.5,0.0,0.0,0.072,-1162.8,0.31,30.1,0.0,100.0,22.0,"(2030, 75)"
04.01.2023 03:00:00,04.01.2023 04:00:00,0.08,0.0,244.0,992.9,0.0,0.0,0.072,-1179.9,0.31,37.6,0.0,100.0,22.0,"(2030, 76)"
04.01.2023 04:00:00,04.01.2023 05:00:00,0.04,0.0,244.0,961.0,0.0,0.0,0.072,-995.3,0.32,42.5,0.0,100.0,22.0,"(2030, 77)"
04.01.2023 05:00:00,04.01.2023 06:00:00,0.02,0.0,244.0,977.0,0.0,0.0,0.072,-44.0,0.33,45.9,0.0,100.0,22.0,"(2030, 78)"
04.01.2023 06:00:00,04.01.2023 07:00:00,0.0,0.0,240.0,1046.5,0.0,0.0,0.072,1566.1,0.35,143.3,0.0,100.0,22.0,"(2030, 79)"
04.01.2023 07:00:00,04.01.2023 08:00:00,0.01,0.0,240.0,1233.1,0.0,0.0,0.072,1803.5,0.37,171.4,0.0,100.0,22.0,"(2030, 80)"
04.01.2023 08:00:00,04.01.2023 09:00:00,0.03,0.01,240.0,1263.0,0.0,0.0,0.072,1782.2,0.37,207.5,0.0,100.0,22.0,"(2030, 81)"
04.01.2023 09:00:00,04.01.2023 10:00:00,0.1,0.02,240.0,1292.5,0.0,0.0,0.072,1539.6,0.38,257.2,0.0,100.0,22.0,"(2030, 82)"
04.01.2023 10:00:00,04.01.2023 11:00:00,0.14,0.04,240.0,1312.1,0.0,0.0,0.072,1023.9,0.39,188.5,0.0,100.0,22.0,"(2030, 83)"
04.01.2023 11:00:00,04.01.2023 12:00:00,0.13,0.05,240.0,1323.9,0.0,0.0,0.072,969.8,0.39,176.0,0.0,100.0,22.0,"(2030, 84)"
04.01.2023 12:00:00,04.01.2023 13:00:00,0.09,0.06,240.0,1359.5,0.0,0.0,0.072,1022.3,0.38,163.4,0.0,100.0,22.0,"(2030, 85)"
04.01.2023 13:00:00,04.01.2023 14:00:00,0.14,0.06,240.0,1341.7,0.0,0.0,0.072,914.6,0.38,141.9,0.0,100.0,22.0,"(2030, 86)"
04.01.2023 14:00:00,04.01.2023 15:00:00,0.17,0.04,240.0,1350.3,0.0,0.0,0.072,848.1,0.37,114.9,0.0,100.0,22.0,"(2030, 87)"
04.01.2023 15:00:00,04.01.2023 16:00:00,0.2,0.02,240.0,1328.4,0.0,0.0,0.072,940.3,0.36,133.8,0.0,100.0,22.0,"(2030, 88)"
04.01.2023 16:00:00,04.01.2023 17:00:00,0.28,0.0,240.0,1279.4,0.0,0.0,0.072,1160.7,0.36,138.4,0.0,100.0,22.0,"(2030, 89)"
04.01.2023 17:00:00,04.01.2023 18:00:00,0.3,0.0,241.0,1282.4,0.0,0.0,0.072,1457.0,0.37,145.8,0.0,100.0,22.0,"(2030, 90)"
04.01.2023 18:00:00,04.01.2023 19:00:00,0.32,0.0,244.0,1271.4,0.0,0.0,0.072,1374.1,0.37,229.5,0.0,100.0,22.0,"(2030, 91)"
04.01.2023 19:00:00,04.01.2023 20:00:00,0.39,0.0,248.0,1249.6,0.0,0.0,0.072,1519.1,0.36,185.0,0.0,100.0,22.0,"(2030, 92)"
04.01.2023 20:00:00,04.01.2023 21:00:00,0.36,0.0,248.0,1155.0,0.0,0.0,0.072,1433.0,0.36,140.6,0.0,100.0,22.0,"(2030, 93)"
04.01.2023 21:00:00,04.01.2023 22:00:00,0.45,0.0,248.0,1007.3,0.0,0.0,0.072,752.0,0.36,111.3,0.0,100.0,22.0,"(2030, 94)"
04.01.2023 22:00:00,04.01.2023 23:00:00,0.44,0.0,248.0,927.3,0.0,0.0,0.072,262.3,0.35,100.2,0.0,100.0,22.0,"(2030, 95)"
04.01.2023 23:00:00,05.01.2023 00:00:00,0.43,0.0,252.0,862.6,0.0,0.0,0.072,-330.2,0.34,49.0,0.0,100.0,22.0,"(2030, 96)"
05.01.2023 00:00:00,05.01.2023 01:00:00,0.41,0.0,260.0,772.6,0.0,0.0,0.072,-390.1,0.33,70.0,0.0,100.0,22.0,"(2030, 97)"
05.01.2023 01:00:00,05.01.2023 02:00:00,0.51,0.0,260.0,457.5,0.0,0.0,0.072,-1397.9,0.33,67.5,0.0,100.0,22.0,"(2030, 98)"
05.01.2023 02:00:00,05.01.2023 03:00:00,0.53,0.0,260.0,352.4,0.0,0.0,0.072,-1573.8,0.33,55.1,0.0,100.0,22.0,"(2030, 99)"
05.01.2023 03:00:00,05.01.2023 04:00:00,0.55,0.0,260.0,344.6,0.0,0.0,0.072,-1558.0,0.32,41.6,0.0,100.0,22.0,"(2030, 100)"
05.01.2023 04:00:00,05.01.2023 05:00:00,0.57,0.0,260.0,345.6,0.0,0.0,0.072,-1580.8,0.32,41.5,0.0,100.0,22.0,"(2030, 101)"
05.01.2023 05:00:00,05.01.2023 06:00:00,0.49,0.0,260.0,360.8,0.0,0.0,0.072,-1345.0,0.33,56.6,0.0,100.0,22.0,"(2030, 102)"
05.01.2023 06:00:00,05.01.2023 07:00:00,0.42,0.0,256.0,593.6,0.0,0.0,0.072,307.1,0.35,72.5,0.0,100.0,22.0,"(2030, 103)"
05.01.2023 07:00:00,05.01.2023 08:00:00,0.51,0.0,256.0,679.1,0.0,0.0,0.072,1624.3,0.36,98.7,0.0,100.0,22.0,"(2030, 104)"
05.01.2023 08:00:00,05.01.2023 09:00:00,0.69,0.01,256.0,778.3,0.0,0.0,0.072,1494.5,0.39,128.3,0.0,100.0,22.0,"(2030, 105)"
05.01.2023 09:00:00,05.01.2023 10:00:00,0.77,0.01,256.0,844.6,0.0,0.0,0.072,318.9,0.39,122.8,0.0,100.0,22.0,"(2030, 106)"
05.01.2023 10:00:00,05.01.2023 11:00:00,0.85,0.02,256.0,847.1,0.0,0.0,0.072,408.9,0.4,116.8,0.0,100.0,22.0,"(2030, 107)"
05.01.2023 11:00:00,05.01.2023 12:00:00,0.9,0.03,256.0,860.3,0.0,0.0,0.072,-65.0,0.4,115.7,0.0,100.0,22.0,"(2030, 108)"
05.01.2023 12:00:00,05.01.2023 13:00:00,0.85,0.04,256.0,863.6,0.0,0.0,0.072,-43.7,0.39,88.3,0.0,100.0,22.0,"(2030, 109)"
05.01.2023 13:00:00,05.01.2023 14:00:00,0.81,0.03,256.0,850.0,0.0,0.0,0.072,402.5,0.37,92.3,0.0,100.0,22.0,"(2030, 110)"
05.01.2023 14:00:00,05.01.2023 15:00:00,0.8,0.02,256.0,839.7,0.0,0.0,0.072,967.7,0.36,110.0,0.0,100.0,22.0,"(2030, 111)"
05.01.2023 15:00:00,05.01.2023 16:00:00,0.72,0.01,256.0,824.1,0.0,0.0,0.072,1213.8,0.37,105.8,0.0,100.0,22.0,"(2030, 112)"
05.01.2023 16:00:00,05.01.2023 17:00:00,0.75,0.0,256.0,795.8,0.0,0.0,0.072,1921.1,0.39,220.3,0.0,100.0,22.0,"(2030, 113)"
05.01.2023 17:00:00,05.01.2023 18:00:00,0.84,0.0,256.0,824.2,0.0,0.0,0.072,1968.7,0.4,280.8,0.0,100.0,22.0,"(2030, 114)"
05.01.2023 18:00:00,05.01.2023 19:00:00,0.84,0.0,256.0,826.9,0.0,0.0,0.072,1969.0,0.4,283.5,0.0,100.0,22.0,"(2030, 115)"
05.01.2023 19:00:00,05.01.2023 20:00:00,0.83,0.0,256.0,824.0,0.0,0.0,0.072,1679.8,0.41,231.3,0.0,100.0,22.0,"(2030, 116)"
05.01.2023 20:00:00,05.01.2023 21:00:00,0.78,0.0,256.0,831.7,0.0,0.0,0.072,1196.6,0.39,159.7,0.0,100.0,22.0,"(2030, 117)"
05.01.2023 21:00:00,05.01.2023 22:00:00,0.74,0.0,256.0,817.4,0.0,0.0,0.072,173.3,0.39,151.0,0.0,100.0,22.0,"(2030, 118)"
05.01.2023 22:00:00,05.01.2023 23:00:00,0.76,0.0,256.0,807.9,0.0,0.0,0.072,-117.8,0.37,122.0,0.0,100.0,22.0,"(2030, 119)"
05.01.2023 23:00:00,06.01.2023 00:00:00,0.76,0.0,256.0,696.1,0.0,0.0,0.072,-361.2,0.35,118.3,0.0,100.0,22.0,"(2030, 120)"
06.01.2023 00:00:00,06.01.2023 01:00:00,0.75,0.0,256.0,573.3,0.0,0.0,0.072,-603.3,0.34,62.5,0.0,100.0,22.0,"(2030, 121)"
06.01.2023 01:00:00,06.01.2023 02:00:00,0.73,0.0,256.0,505.2,0.0,0.0,0.072,-1170.2,0.34,32.9,0.0,100.0,22.0,"(2030, 122)"
06.01.2023 02:00:00,06.01.2023 03:00:00,0.51,0.0,256.0,512.0,0.0,0.0,0.072,-1737.3,0.34,54.9,0.0,100.0,22.0,"(2030, 123)"
06.01.2023 03:00:00,06.01.2023 04:00:00,0.36,0.0,256.0,516.3,0.0,0.0,0.072,-1440.6,0.35,83.1,0.0,100.0,22.0,"(2030, 124)"
06.01.2023 04:00:00,06.01.2023 05:00:00,0.3,0.0,256.0,520.3,0.0,0.0,0.072,-1676.2,0.35,44.8,0.0,100.0,22.0,"(2030, 125)"
06.01.2023 05:00:00,06.01.2023 06:00:00,0.22,0.0,260.0,575.7,0.0,0.0,0.072,-1438.7,0.34,67.8,0.0,100.0,22.0,"(2030, 126)"
06.01.2023 06:00:00,06.01.2023 07:00:00,0.13,0.0,260.0,621.5,0.0,0.0,0.072,-246.9,0.36,114.9,0.0,100.0,22.0,"(2030, 127)"
06.01.2023 07:00:00,06.01.2023 08:00:00,0.05,0.0,260.0,683.8,0.0,0.0,0.072,350.1,0.38,98.7,0.0,100.0,22.0,"(2030, 128)"
06.01.2023 08:00:00,06.01.2023 09:00:00,0.01,0.01,260.0,789.0,0.0,0.0,0.072,941.2,0.39,107.0,0.0,100.0,22.0,"(2030, 129)"
06.01.2023 09:00:00,06.01.2023 10:00:00,0.02,0.03,260.0,899.0,0.0,0.0,0.072,954.0,0.4,105.7,0.0,100.0,22.0,"(2030, 130)"
06.01.2023 10:00:00,06.01.2023 11:00:00,0.02,0.05,260.0,923.6,0.0,0.0,0.072,587.6,0.41,78.5,0.0,100.0,22.0,"(2030, 131)"
06.01.2023 11:00:00,06.01.2023 12:00:00,0.02,0.08,260.0,850.6,0.0,0.0,0.072,133.7,0.43,64.3,0.0,100.0,22.0,"(2030, 132)"
06.01.2023 12:00:00,06.01.2023 13:00:00,0.02,0.09,260.0,759.5,0.0,0.0,0.072,177.8,0.42,67.7,0.0,100.0,22.0,"(2030, 133)"
06.01.2023 13:00:00,06.01.2023 14:00:00,0.02,0.09,260.0,613.9,0.0,0.0,0.072,-99.3,0.42,56.7,0.0,100.0,22.0,"(2030, 134)"
06.01.2023 14:00:00,06.01.2023 15:00:00,0.04,0.06,260.0,689.9,0.0,0.0,0.072,136.1,0.41,63.2,0.0,100.0,22.0,"(2030, 135)"
06.01.2023 15:00:00,06.01.2023 16:00:00,0.07,0.03,260.0,758.8,0.0,0.0,0.072,404.5,0.39,102.6,0.0,100.0,22.0,"(2030, 136)"
06.01.2023 16:00:00,06.01.2023 17:00:00,0.1,0.0,260.0,866.6,0.0,0.0,0.072,979.5,0.4,87.5,0.0,100.0,22.0,"(2030, 137)"
06.01.2023 17:00:00,06.01.2023 18:00:00,0.13,0.0,260.0,849.4,0.0,0.0,0.072,769.2,0.42,154.1,0.0,100.0,22.0,"(2030, 138)"
06.01.2023 18:00:00,06.01.2023 19:00:00,0.15,0.0,260.0,834.2,0.0,0.0,0.072,1227.5,0.42,147.8,0.0,100.0,22.0,"(2030, 139)"
06.01.2023 19:00:00,06.01.2023 20:00:00,0.18,0.0,260.0,832.4,0.0,0.0,0.072,565.2,0.42,156.0,0.0,100.0,22.0,"(2030, 140)"
06.01.2023 20:00:00,06.01.2023 21:00:00,0.32,0.0,260.0,798.5,0.0,0.0,0.072,0.6,0.4,76.5,0.0,100.0,22.0,"(2030, 141)"
06.01.2023 21:00:00,06.01.2023 22:00:00,0.35,0.0,260.0,772.3,0.0,0.0,0.072,-407.3,0.38,71.1,0.0,100.0,22.0,"(2030, 142)"
06.01.2023 22:00:00,06.01.2023 23:00:00,0.31,0.0,260.0,758.1,0.0,0.0,0.072,-239.8,0.37,76.3,0.0,100.0,22.0,"(2030, 143)"
06.01.2023 23:00:00,07.01.2023 00:00:00,0.28,0.0,260.0,621.7,0.0,0.0,0.072,-238.3,0.36,78.2,0.0,100.0,22.0,"(2030, 144)"
07.01.2023 00:00:00,07.01.2023 01:00:00,0.24,0.0,260.0,509.8,0.0,0.0,0.072,-302.3,0.35,69.0,0.0,100.0,22.0,"(2030, 145)"
07.01.2023 01:00:00,07.01.2023 02:00:00,0.23,0.0,260.0,495.8,0.0,0.0,0.072,-1076.6,0.34,50.1,0.0,100.0,22.0,"(2030, 146)"
07.01.2023 02:00:00,07.01.2023 03:00:00,0.19,0.0,260.0,483.3,0.0,0.0,0.072,-1507.7,0.33,42.7,0.0,100.0,22.0,"(2030, 147)"
07.01.2023 03:00:00,07.01.2023 04:00:00,0.14,0.0,260.0,472.2,0.0,0.0,0.072,-1196.7,0.34,45.2,0.0,100.0,22.0,"(2030, 148)"
07.01.2023 04:00:00,07.01.2023 05:00:00,0.12,0.0,260.0,475.2,0.0,0.0,0.072,-727.7,0.34,50.4,0.0,100.0,22.0,"(2030, 149)"
07.01.2023 05:00:00,07.01.2023 06:00:00,0.09,0.0,260.0,552.3,0.0,0.0,0.072,-189.1,0.35,51.1,0.0,100.0,22.0,"(2030, 150)"
07.01.2023 06:00:00,07.01.2023 07:00:00,0.05,0.0,260.0,592.4,0.0,0.0,0.072,206.4,0.36,89.8,0.0,100.0,22.0,"(2030, 151)"
07.01.2023 07:00:00,07.01.2023 08:00:00,0.01,0.0,260.0,657.1,0.0,0.0,0.072,534.1,0.38,161.6,0.0,100.0,22.0,"(2030, 152)"
07.01.2023 08:00:00,07.01.2023 09:00:00,0.0,0.01,260.0,696.7,0.0,0.0,0.072,360.3,0.42,158.9,0.0,100.0,22.0,"(2030, 153)"
07.01.2023 09:00:00,07.01.2023 10:00:00,0.0,0.03,260.0,704.5,0.0,0.0,0.072,998.6,0.42,169.1,0.0,100.0,22.0,"(2030, 154)"
07.01.2023 10:00:00,07.01.2023 11:00:00,0.01,0.05,260.0,735.5,0.0,0.0,0.072,587.3,0.43,166.8,0.0,100.0,22.0,"(2030, 155)"
