Zeit von [CET/CEST],Zeit bis [CET/CEST],Wind [MW],Solar [MW],Biomasse [MW],Gas [MW],Kohle [MW],Öl [MW],Geothermie [MW],Pumpspeicher [MW],Lauf- und Schwellwasser [MW],Speicher [MW],Sonstige Erneuerbare [MW],Müll [MW],Andere [MW],time
13.04.2022 02:00:00,13.04.2022 03:00:00,0.33,0.0,304.0,1114.4,0.0,0.0,0.072,308.0,0.51,88.9,0.0,100.0,22.0,"(2040, 2450)"
13.04.2022 03:00:00,13.04.2022 04:00:00,0.39,0.0,304.0,1138.9,0.0,0.0,0.072,413.1,0.52,95.4,0.0,100.0,22.0,"(2040, 2451)"
13.04.2022 04:00:00,13.04.2022 05:00:00,0.43,0.0,304.0,1202.8,0.0,0.0,0.072,634.2,0.52,220.3,0.0,100.0,22.0,"(2040, 2452)"
13.04.2022 05:00:00,13.04.2022 06:00:00,0.44,0.0,304.0,1490.4,0.0,0.0,0.072,782.7,0.5,340.3,0.0,100.0,22.0,"(2040, 2453)"
13.04.2022 06:00:00,13.04.2022 07:00:00,0.45,0.0,304.0,1588.2,0.0,0.0,0.072,1555.8,0.53,612.7,0.0,100.0,22.0,"(2040, 2454)"
13.04.2022 07:00:00,13.04.2022 08:00:00,0.41,0.07,304.0,1723.0,0.0,0.0,0.072,2443.6,0.54,863.6,0.0,100.0,22.0,"(2040, 2455)"
13.04.2022 08:00:00,13.04.2022 09:00:00,0.34,0.2,304.0,2112.6,0.0,0.0,0.072,1873.6,0.56,913.9,0.0,100.0,22.0,"(2040, 2456)"
13.04.2022 09:00:00,13.04.2022 10:00:00,0.4,0.36,304.0,2113.6,0.0,0.0,0.072,1434.5,0.57,525.1,0.0,100.0,22.0,"(2040, 2457)"
13.04.2022 10:00:00,13.04.2022 11:00:00,0.5,0.51,304.0,1535.1,0.0,0.0,0.072,397.9,0.57,406.0,0.0,100.0,22.0,"(2040, 2458)"
13.04.2022 11:00:00,13.04.2022 12:00:00,0.53,0.64,304.0,945.0,0.0,0.0,0.072,425.5,0.59,398.7,0.0,100.0,22.0,"(2040, 2459)"
13.04.2022 12:00:00,13.04.2022 13:00:00,0.57,0.71,304.0,737.6,0.0,0.0,0.072,311.7,0.61,280.1,0.0,100.0,22.0,"(2040, 2460)"
13.04.2022 13:00:00,13.04.2022 14:00:00,0.55,0.74,304.0,730.6,0.0,0.0,0.072,449.6,0.62,272.0,0.0,100.0,22.0,"(2040, 2461)"
13.04.2022 14:00:00,13.04.2022 15:00:00,0.49,0.71,304.0,765.8,0.0,0.0,0.072,60.4,0.62,291.7,0.0,100.0,22.0,"(2040, 2462)"
13.04.2022 15:00:00,13.04.2022 16:00:00,0.41,0.63,304.0,779.6,0.0,0.0,0.072,149.8,0.63,258.2,0.0,100.0,22.0,"(2040, 2463)"
13.04.2022 16:00:00,13.04.2022 17:00:00,0.35,0.5,304.0,1133.7,0.0,0.0,0.072,275.1,0.61,374.9,0.0,100.0,22.0,"(2040, 2464)"
13.04.2022 17:00:00,13.04.2022 18:00:00,0.28,0.35,304.0,1298.9,0.0,0.0,0.072,1632.6,0.58,778.2,0.0,100.0,22.0,"(2040, 2465)"
13.04.2022 18:00:00,13.04.2022 19:00:00,0.27,0.18,304.0,1323.7,0.0,0.0,0.072,2710.5,0.57,1007.4,0.0,100.0,22.0,"(2040, 2466)"
13.04.2022 19:00:00,13.04.2022 20:00:00,0.3,0.05,304.0,1353.9,0.0,0.0,0.072,3109.0,0.57,1131.8,0.0,100.0,22.0,"(2040, 2467)"
13.04.2022 20:00:00,13.04.2022 21:00:00,0.4,0.0,308.0,1368.6,0.0,0.0,0.072,3049.8,0.57,1033.4,0.0,100.0,22.0,"(2040, 2468)"
13.04.2022 21:00:00,13.04.2022 22:00:00,0.48,0.0,308.0,1386.4,0.0,0.0,0.072,2452.2,0.57,912.1,0.0,100.0,22.0,"(2040, 2469)"
13.04.2022 22:00:00,13.04.2022 23:00:00,0.49,0.0,308.0,1419.0,0.0,0.0,0.072,2204.4,0.56,500.4,0.0,100.0,22.0,"(2040, 2470)"
13.04.2022 23:00:00,14.04.2022 00:00:00,0.53,0.0,308.0,1462.7,0.0,0.0,0.072,757.7,0.56,348.8,0.0,100.0,22.0,"(2040, 2471)"
14.04.2022 00:00:00,14.04.2022 01:00:00,0.57,0.0,308.0,1455.0,0.0,0.0,0.072,782.4,0.55,442.2,0.0,100.0,22.0,"(2040, 2472)"
14.04.2022 01:00:00,14.04.2022 02:00:00,0.61,0.0,306.0,1396.9,0.0,0.0,0.072,634.9,0.56,427.0,0.0,100.0,22.0,"(2040, 2473)"
14.04.2022 02:00:00,14.04.2022 03:00:00,0.61,0.0,304.0,908.0,0.0,0.0,0.072,453.6,0.57,342.0,0.0,100.0,22.0,"(2040, 2474)"
14.04.2022 03:00:00,14.04.2022 04:00:00,0.58,0.0,304.0,857.9,0.0,0.0,0.072,415.3,0.59,366.2,0.0,100.0,22.0,"(2040, 2475)"
14.04.2022 04:00:00,14.04.2022 05:00:00,0.57,0.0,304.0,876.9,0.0,0.0,0.072,566.0,0.58,316.7,0.0,100.0,22.0,"(2040, 2476)"
14.04.2022 05:00:00,14.04.2022 06:00:00,0.61,0.0,308.0,1134.8,0.0,0.0,0.072,789.9,0.57,388.9,0.0,100.0,22.0,"(2040, 2477)"
14.04.2022 06:00:00,14.04.2022 07:00:00,0.67,0.0,304.0,1373.4,0.0,0.0,0.072,1835.5,0.57,539.6,0.0,100.0,22.0,"(2040, 2478)"
14.04.2022 07:00:00,14.04.2022 08:00:00,0.66,0.07,308.0,1348.4,0.0,0.0,0.072,2540.5,0.58,705.1,0.0,100.0,22.0,"(2040, 2479)"
14.04.2022 08:00:00,14.04.2022 09:00:00,0.56,0.21,304.0,1410.2,0.0,0.0,0.072,2197.0,0.6,715.7,0.0,100.0,22.0,"(2040, 2480)"
14.04.2022 09:00:00,14.04.2022 10:00:00,0.5,0.37,304.0,1292.8,0.0,0.0,0.072,1666.9,0.61,572.3,0.0,100.0,22.0,"(2040, 2481)"
14.04.2022 10:00:00,14.04.2022 11:00:00,0.54,0.52,306.0,1062.6,0.0,0.0,0.072,914.1,0.63,449.9,0.0,100.0,22.0,"(2040, 2482)"
14.04.2022 11:00:00,14.04.2022 12:00:00,0.65,0.64,304.0,418.4,0.0,0.0,0.072,741.8,0.62,394.6,0.0,100.0,22.0,"(2040, 2483)"
14.04.2022 12:00:00,14.04.2022 13:00:00,0.6,0.72,303.0,341.2,0.0,0.0,0.072,873.8,0.63,443.3,0.0,100.0,22.0,"(2040, 2484)"
14.04.2022 13:00:00,14.04.2022 14:00:00,0.51,0.73,302.0,296.6,0.0,0.0,0.072,721.3,0.64,253.9,0.0,100.0,22.0,"(2040, 2485)"
14.04.2022 14:00:00,14.04.2022 15:00:00,0.45,0.7,300.0,259.6,0.0,0.0,0.072,675.4,0.66,298.3,0.0,100.0,22.0,"(2040, 2486)"
14.04.2022 15:00:00,14.04.2022 16:00:00,0.41,0.61,299.0,254.3,0.0,0.0,0.072,717.8,0.65,319.3,0.0,100.0,22.0,"(2040, 2487)"
14.04.2022 16:00:00,14.04.2022 17:00:00,0.39,0.48,296.0,262.1,0.0,0.0,0.072,745.1,0.64,344.8,0.0,100.0,22.0,"(2040, 2488)"
14.04.2022 17:00:00,14.04.2022 18:00:00,0.38,0.32,299.0,391.6,0.0,0.0,0.072,1049.4,0.64,389.8,0.0,100.0,22.0,"(2040, 2489)"
14.04.2022 18:00:00,14.04.2022 19:00:00,0.36,0.15,300.0,421.4,0.0,0.0,0.072,1916.9,0.63,468.4,0.0,100.0,22.0,"(2040, 2490)"
14.04.2022 19:00:00,14.04.2022 20:00:00,0.34,0.04,300.0,415.1,0.0,0.0,0.072,2610.4,0.63,652.3,0.0,100.0,22.0,"(2040, 2491)"
14.04.2022 20:00:00,14.04.2022 21:00:00,0.37,0.0,300.0,407.5,0.0,0.0,0.072,2577.9,0.63,772.9,0.0,100.0,22.0,"(2040, 2492)"
14.04.2022 21:00:00,14.04.2022 22:00:00,0.39,0.0,300.0,415.7,0.0,0.0,0.072,1830.7,0.63,625.4,0.0,100.0,22.0,"(2040, 2493)"
14.04.2022 22:00:00,14.04.2022 23:00:00,0.36,0.0,300.0,426.8,0.0,0.0,0.072,1358.0,0.64,393.9,0.0,100.0,22.0,"(2040, 2494)"
14.04.2022 23:00:00,15.04.2022 00:00:00,0.29,0.0,304.0,438.1,0.0,0.0,0.072,952.9,0.66,366.7,0.0,100.0,22.0,"(2040, 2495)"
15.04.2022 00:00:00,15.04.2022 01:00:00,0.24,0.0,316.0,425.0,0.0,0.0,0.072,901.7,0.64,513.4,0.0,100.0,22.0,"(2040, 2496)"
15.04.2022 01:00:00,15.04.2022 02:00:00,0.16,0.0,316.0,333.4,0.0,0.0,0.072,625.6,0.66,336.7,0.0,100.0,22.0,"(2040, 2497)"
15.04.2022 02:00:00,15.04.2022 03:00:00,0.1,0.0,316.0,276.7,0.0,0.0,0.072,474.4,0.67,253.5,0.0,100.0,22.0,"(2040, 2498)"
15.04.2022 03:00:00,15.04.2022 04:00:00,0.04,0.0,316.0,286.1,0.0,0.0,0.072,495.3,0.69,287.3,0.0,100.0,22.0,"(2040, 2499)"
15.04.2022 04:00:00,15.04.2022 05:00:00,0.11,0.0,316.0,439.7,0.0,0.0,0.072,449.6,0.69,356.8,0.0,100.0,22.0,"(2040, 2500)"
15.04.2022 05:00:00,15.04.2022 06:00:00,0.28,0.0,316.0,461.5,0.0,0.0,0.072,536.5,0.7,443.3,0.0,100.0,22.0,"(2040, 2501)"
15.04.2022 06:00:00,15.04.2022 07:00:00,0.43,0.0,313.0,443.9,0.0,0.0,0.072,581.1,0.71,466.9,0.0,100.0,22.0,"(2040, 2502)"
15.04.2022 07:00:00,15.04.2022 08:00:00,0.46,0.04,316.0,428.0,0.0,0.0,0.072,706.3,0.71,500.5,0.0,100.0,22.0,"(2040, 2503)"
15.04.2022 08:00:00,15.04.2022 09:00:00,0.28,0.09,320.0,437.1,0.0,0.0,0.072,978.1,0.69,662.3,0.0,100.0,22.0,"(2040, 2504)"
15.04.2022 09:00:00,15.04.2022 10:00:00,0.21,0.16,320.0,462.8,0.0,0.0,0.072,1098.7,0.68,600.3,0.0,100.0,22.0,"(2040, 2505)"
15.04.2022 10:00:00,15.04.2022 11:00:00,0.12,0.22,319.0,459.1,0.0,0.0,0.072,626.2,0.69,490.6,0.0,100.0,22.0,"(2040, 2506)"
15.04.2022 11:00:00,15.04.2022 12:00:00,0.12,0.33,316.0,445.7,0.0,0.0,0.072,634.2,0.69,392.6,0.0,100.0,22.0,"(2040, 2507)"
15.04.2022 12:00:00,15.04.2022 13:00:00,0.17,0.43,314.0,328.6,0.0,0.0,0.072,133.1,0.71,303.8,0.0,100.0,22.0,"(2040, 2508)"
15.04.2022 13:00:00,15.04.2022 14:00:00,0.15,0.43,312.0,289.7,0.0,0.0,0.072,145.0,0.76,335.8,0.0,100.0,22.0,"(2040, 2509)"
15.04.2022 14:00:00,15.04.2022 15:00:00,0.14,0.44,312.0,301.9,0.0,0.0,0.072,18.2,0.8,265.6,0.0,100.0,22.0,"(2040, 2510)"
15.04.2022 15:00:00,15.04.2022 16:00:00,0.2,0.4,308.0,302.6,0.0,0.0,0.072,-148.9,0.78,252.9,0.0,100.0,22.0,"(2040, 2511)"
15.04.2022 16:00:00,15.04.2022 17:00:00,0.17,0.36,308.0,294.6,0.0,0.0,0.072,-160.3,0.78,282.2,0.0,100.0,22.0,"(2040, 2512)"
15.04.2022 17:00:00,15.04.2022 18:00:00,0.19,0.27,308.0,351.9,0.0,0.0,0.072,495.3,0.74,459.3,0.0,100.0,22.0,"(2040, 2513)"
15.04.2022 18:00:00,15.04.2022 19:00:00,0.19,0.15,309.0,479.8,0.0,0.0,0.072,836.9,0.71,475.7,0.0,100.0,22.0,"(2040, 2514)"
15.04.2022 19:00:00,15.04.2022 20:00:00,0.32,0.04,312.0,541.0,0.0,0.0,0.072,1188.5,0.69,551.7,0.0,100.0,22.0,"(2040, 2515)"
15.04.2022 20:00:00,15.04.2022 21:00:00,0.36,0.0,312.0,547.4,0.0,0.0,0.072,1678.5,0.69,594.4,0.0,100.0,22.0,"(2040, 2516)"
15.04.2022 21:00:00,15.04.2022 22:00:00,0.49,0.0,312.0,553.2,0.0,0.0,0.072,1133.2,0.7,599.0,0.0,100.0,22.0,"(2040, 2517)"
15.04.2022 22:00:00,15.04.2022 23:00:00,0.5,0.0,312.0,467.6,0.0,0.0,0.072,747.6,0.7,465.2,0.0,100.0,22.0,"(2040, 2518)"
15.04.2022 23:00:00,16.04.2022 00:00:00,0.62,0.0,312.0,397.6,0.0,0.0,0.072,167.2,0.7,413.1,0.0,100.0,22.0,"(2040, 2519)"
16.04.2022 00:00:00,16.04.2022 01:00:00,0.62,0.0,308.0,314.0,0.0,0.0,0.072,-11.2,0.7,371.6,0.0,100.0,22.0,"(2040, 2520)"
16.04.2022 01:00:00,16.04.2022 02:00:00,0.61,0.0,308.0,306.3,0.0,0.0,0.072,5.2,0.69,344.7,0.0,100.0,22.0,"(2040, 2521)"
16.04.2022 02:00:00,16.04.2022 03:00:00,0.53,0.0,306.0,325.1,0.0,0.0,0.072,205.8,0.68,272.6,0.0,100.0,22.0,"(2040, 2522)"
16.04.2022 03:00:00,16.04.2022 04:00:00,0.57,0.0,304.0,316.4,0.0,0.0,0.072,215.3,0.68,230.7,0.0,100.0,22.0,"(2040, 2523)"
16.04.2022 04:00:00,16.04.2022 05:00:00,0.63,0.0,304.0,320.6,0.0,0.0,0.072,334.5,0.68,209.5,0.0,100.0,22.0,"(2040, 2524)"
16.04.2022 05:00:00,16.04.2022 06:00:00,0.61,0.0,308.0,337.9,0.0,0.0,0.072,401.9,0.69,251.5,0.0,100.0,22.0,"(2040, 2525)"
16.04.2022 06:00:00,16.04.2022 07:00:00,0.69,0.0,309.0,377.3,0.0,0.0,0.072,279.0,0.71,329.3,0.0,100.0,22.0,"(2040, 2526)"
16.04.2022 07:00:00,16.04.2022 08:00:00,0.75,0.03,312.0,483.8,0.0,0.0,0.072,295.1,0.73,415.4,0.0,100.0,22.0,"(2040, 2527)"
16.04.2022 08:00:00,16.04.2022 09:00:00,0.75,0.1,311.0,642.9,0.0,0.0,0.072,302.0,0.73,350.1,0.0,100.0,22.0,"(2040, 2528)"
16.04.2022 09:00:00,16.04.2022 10:00:00,0.74,0.2,308.0,642.0,0.0,0.0,0.072,247.7,0.72,263.4,0.0,100.0,22.0,"(2040, 2529)"
16.04.2022 10:00:00,16.04.2022 11:00:00,0.76,0.27,305.0,577.5,0.0,0.0,0.072,-751.8,0.68,150.0,0.0,100.0,22.0,"(2040, 2530)"
16.04.2022 11:00:00,16.04.2022 12:00:00,0.77,0.3,304.0,710.5,0.0,0.0,0.072,-1479.5,0.66,321.6,0.0,100.0,22.0,"(2040, 2531)"
16.04.2022 12:00:00,16.04.2022 13:00:00,0.82,0.42,308.0,911.3,0.0,0.0,0.072,-1537.7,0.65,228.9,0.0,100.0,22.0,"(2040, 2532)"
16.04.2022 13:00:00,16.04.2022 14:00:00,0.87,0.54,312.0,909.6,0.0,0.0,0.072,-1749.7,0.64,192.7,0.0,100.0,22.0,"(2040, 2533)"
16.04.2022 14:00:00,16.04.2022 15:00:00,0.91,0.57,312.0,795.9,0.0,0.0,0.072,-1902.4,0.64,168.9,0.0,100.0,22.0,"(2040, 2534)"
16.04.2022 15:00:00,16.04.2022 16:00:00,0.94,0.52,312.0,886.0,0.0,0.0,0.072,-1898.9,0.65,169.7,0.0,100.0,22.0,"(2040, 2535)"
16.04.2022 16:00:00,16.04.2022 17:00:00,0.9,0.4,312.0,625.3,0.0,0.0,0.072,-1800.2,0.67,187.8,0.0,100.0,22.0,"(2040, 2536)"
16.04.2022 17:00:00,16.04.2022 18:00:00,0.88,0.27,310.0,622.5,0.0,0.0,0.072,-1581.5,0.65,309.7,0.0,100.0,22.0,"(2040, 2537)"
16.04.2022 18:00:00,16.04.2022 19:00:00,0.82,0.16,308.0,592.5,0.0,0.0,0.072,-627.6,0.66,413.1,0.0,100.0,22.0,"(2040, 2538)"
16.04.2022 19:00:00,16.04.2022 20:00:00,0.77,0.05,308.0,582.8,0.0,0.0,0.072,652.0,0.67,442.5,0.0,100.0,22.0,"(2040, 2539)"
16.04.2022 20:00:00,16.04.2022 21:00:00,0.72,0.0,309.0,595.8,0.0,0.0,0.072,1209.0,0.67,413.9,0.0,100.0,22.0,"(2040, 2540)"
16.04.2022 21:00:00,16.04.2022 22:00:00,0.71,0.0,312.0,607.9,0.0,0.0,0.072,527.7,0.68,365.0,0.0,100.0,22.0,"(2040, 2541)"
16.04.2022 22:00:00,16.04.2022 23:00:00,0.69,0.0,312.0,561.0,0.0,0.0,0.072,285.7,0.67,302.0,0.0,100.0,22.0,"(2040, 2542)"
16.04.2022 23:00:00,17.04.2022 00:00:00,0.65,0.0,312.0,542.7,0.0,0.0,0.072,160.8,0.66,301.7,0.0,100.0,22.0,"(2040, 2543)"
17.04.2022 00:00:00,17.04.2022 01:00:00,0.62,0.0,308.0,497.8,0.0,0.0,0.072,-701.1,0.65,349.1,0.0,100.0,22.0,"(2040, 2544)"
17.04.2022 01:00:00,17.04.2022 02:00:00,0.63,0.0,308.0,383.9,0.0,0.0,0.072,-1428.0,0.64,235.9,0.0,100.0,22.0,"(2040, 2545)"
17.04.2022 02:00:00,17.04.2022 03:00:00,0.66,0.0,308.0,323.5,0.0,0.0,0.072,-1537.9,0.63,126.4,0.0,100.0,22.0,"(2040, 2546)"
17.04.2022 03:00:00,17.04.2022 04:00:00,0.66,0.0,304.0,317.5,0.0,0.0,0.072,-1484.0,0.62,140.9,0.0,100.0,22.0,"(2040, 2547)"
17.04.2022 04:00:00,17.04.2022 05:00:00,0.67,0.0,304.0,315.5,0.0,0.0,0.072,-1426.0,0.62,134.8,0.0,100.0,22.0,"(2040, 2548)"
17.04.2022 05:00:00,17.04.2022 06:00:00,0.63,0.0,307.0,307.6,0.0,0.0,0.072,-1344.5,0.62,152.4,0.0,100.0,22.0,"(2040, 2549)"
17.04.2022 06:00:00,17.04.2022 07:00:00,0.57,0.01,308.0,313.2,0.0,0.0,0.072,-905.6,0.62,183.1,0.0,100.0,22.0,"(2040, 2550)"
17.04.2022 07:00:00,17.04.2022 08:00:00,0.41,0.08,308.0,320.4,0.0,0.0,0.072,-768.0,0.63,162.8,0.0,100.0,22.0,"(2040, 2551)"
17.04.2022 08:00:00,17.04.2022 09:00:00,0.34,0.22,308.0,334.8,0.0,0.0,0.072,-1141.6,0.66,154.2,0.0,100.0,22.0,"(2040, 2552)"
17.04.2022 09:00:00,17.04.2022 10:00:00,0.35,0.38,308.0,335.0,0.0,0.0,0.072,-1315.6,0.67,152.8,0.0,100.0,22.0,"(2040, 2553)"
17.04.2022 10:00:00,17.04.2022 11:00:00,0.34,0.51,308.0,331.1,0.0,0.0,0.072,-1528.7,0.68,148.6,0.0,100.0,22.0,"(2040, 2554)"
17.04.2022 11:00:00,17.04.2022 12:00:00,0.38,0.55,308.0,440.8,0.0,0.0,0.072,-1657.8,0.7,193.0,0.0,100.0,22.0,"(2040, 2555)"
17.04.2022 12:00:00,17.04.2022 13:00:00,0.4,0.6,308.0,685.8,0.0,0.0,0.072,-1614.2,0.68,186.7,0.0,100.0,22.0,"(2040, 2556)"
17.04.2022 13:00:00,17.04.2022 14:00:00,0.41,0.65,308.0,927.4,0.0,0.0,0.072,-1859.3,0.66,174.8,0.0,100.0,22.0,"(2040, 2557)"
17.04.2022 14:00:00,17.04.2022 15:00:00,0.34,0.63,308.0,931.3,0.0,0.0,0.072,-1865.7,0.65,181.6,0.0,100.0,22.0,"(2040, 2558)"
17.04.2022 15:00:00,17.04.2022 16:00:00,0.42,0.57,308.0,752.7,0.0,0.0,0.072,-1850.6,0.64,214.1,0.0,100.0,22.0,"(2040, 2559)"
17.04.2022 16:00:00,17.04.2022 17:00:00,0.46,0.47,308.0,673.3,0.0,0.0,0.072,-1642.9,0.66,206.9,0.0,100.0,22.0,"(2040, 2560)"
17.04.2022 17:00:00,17.04.2022 18:00:00,0.47,0.33,308.0,757.8,0.0,0.0,0.072,-1602.1,0.67,179.5,0.0,100.0,22.0,"(2040, 2561)"
17.04.2022 18:00:00,17.04.2022 19:00:00,0.43,0.18,308.0,677.1,0.0,0.0,0.072,-865.7,0.65,212.4,0.0,100.0,22.0,"(2040, 2562)"
17.04.2022 19:00:00,17.04.2022 20:00:00,0.36,0.05,308.0,874.7,0.0,0.0,0.072,565.0,0.62,317.3,0.0,100.0,22.0,"(2040, 2563)"
17.04.2022 20:00:00,17.04.2022 21:00:00,0.36,0.01,308.0,870.0,0.0,0.0,0.072,716.5,0.6,373.2,0.0,100.0,22.0,"(2040, 2564)"
17.04.2022 21:00:00,17.04.2022 22:00:00,0.34,0.0,308.0,817.3,0.0,0.0,0.072,610.1,0.6,349.1,0.0,100.0,22.0,"(2040, 2565)"
17.04.2022 22:00:00,17.04.2022 23:00:00,0.27,0.0,308.0,834.6,0.0,0.0,0.072,439.1,0.61,310.5,0.0,100.0,22.0,"(2040, 2566)"
17.04.2022 23:00:00,18.04.2022 00:00:00,0.19,0.0,308.0,741.4,0.0,0.0,0.072,-521.5,0.61,301.7,0.0,100.0,22.0,"(2040, 2567)"
18.04.2022 00:00:00,18.04.2022 01:00:00,0.11,0.0,312.0,553.9,0.0,0.0,0.072,-462.9,0.59,271.0,0.0,100.0,22.0,"(2040, 2568)"
18.04.2022 01:00:00,18.04.2022 02:00:00,0.09,0.0,312.0,508.5,0.0,0.0,0.072,-626.3,0.57,172.8,0.0,100.0,22.0,"(2040, 2569)"
18.04.2022 02:00:00,18.04.2022 03:00:00,0.1,0.0,312.0,471.1,0.0,0.0,0.072,-698.7,0.57,117.8,0.0,100.0,22.0,"(2040, 2570)"
18.04.2022 03:00:00,18.04.2022 04:00:00,0.11,0.0,312.0,462.0,0.0,0.0,0.072,-703.8,0.55,122.6,0.0,100.0,22.0,"(2040, 2571)"
18.04.2022 04:00:00,18.04.2022 05:00:00,0.12,0.0,308.0,471.5,0.0,0.0,0.072,-614.6,0.54,136.1,0.0,100.0,22.0,"(2040, 2572)"
18.04.2022 05:00:00,18.04.2022 06:00:00,0.12,0.0,310.0,549.9,0.0,0.0,0.072,-580.5,0.54,202.6,0.0,100.0,22.0,"(2040, 2573)"
18.04.2022 06:00:00,18.04.2022 07:00:00,0.1,0.01,312.0,696.3,0.0,0.0,0.072,-358.9,0.56,242.5,0.0,100.0,22.0,"(2040, 2574)"
18.04.2022 07:00:00,18.04.2022 08:00:00,0.07,0.08,313.0,795.4,0.0,0.0,0.072,-290.7,0.59,182.5,0.0,100.0,22.0,"(2040, 2575)"
18.04.2022 08:00:00,18.04.2022 09:00:00,0.06,0.21,316.0,840.7,0.0,0.0,0.072,-225.6,0.58,129.7,0.0,100.0,22.0,"(2040, 2576)"
18.04.2022 09:00:00,18.04.2022 10:00:00,0.08,0.35,316.0,857.7,0.0,0.0,0.072,-512.3,0.57,153.9,0.0,100.0,22.0,"(2040, 2577)"
18.04.2022 10:00:00,18.04.2022 11:00:00,0.12,0.46,316.0,961.5,0.0,0.0,0.072,-904.2,0.53,110.4,0.0,100.0,22.0,"(2040, 2578)"
18.04.2022 11:00:00,18.04.2022 12:00:00,0.2,0.45,316.0,952.3,0.0,0.0,0.072,-1203.2,0.53,105.9,0.0,100.0,22.0,"(2040, 2579)"
18.04.2022 12:00:00,18.04.2022 13:00:00,0.25,0.42,316.0,942.0,0.0,0.0,0.072,-1494.3,0.52,99.6,0.0,100.0,22.0,"(2040, 2580)"
18.04.2022 13:00:00,18.04.2022 14:00:00,0.26,0.42,313.0,729.0,0.0,0.0,0.072,-1626.0,0.55,98.6,0.0,100.0,22.0,"(2040, 2581)"
18.04.2022 14:00:00,18.04.2022 15:00:00,0.25,0.39,312.0,730.6,0.0,0.0,0.072,-1593.6,0.58,101.4,0.0,100.0,22.0,"(2040, 2582)"
18.04.2022 15:00:00,18.04.2022 16:00:00,0.24,0.32,312.0,742.6,0.0,0.0,0.072,-1526.1,0.59,99.0,0.0,100.0,22.0,"(2040, 2583)"
18.04.2022 16:00:00,18.04.2022 17:00:00,0.19,0.24,312.0,784.6,0.0,0.0,0.072,-1289.7,0.58,122.7,0.0,100.0,22.0,"(2040, 2584)"
18.04.2022 17:00:00,18.04.2022 18:00:00,0.19,0.14,312.0,862.3,0.0,0.0,0.072,-535.0,0.57,129.7,0.0,100.0,22.0,"(2040, 2585)"
18.04.2022 18:00:00,18.04.2022 19:00:00,0.15,0.08,312.0,839.8,0.0,0.0,0.072,1378.8,0.55,260.4,0.0,100.0,22.0,"(2040, 2586)"
18.04.2022 19:00:00,18.04.2022 20:00:00,0.11,0.03,312.0,1016.9,0.0,0.0,0.072,2657.2,0.52,660.5,0.0,100.0,22.0,"(2040, 2587)"
18.04.2022 20:00:00,18.04.2022 21:00:00,0.1,0.0,312.0,1103.1,0.0,0.0,0.072,2844.2,0.51,910.7,0.0,100.0,22.0,"(2040, 2588)"
18.04.2022 21:00:00,18.04.2022 22:00:00,0.08,0.0,312.0,1148.1,0.0,0.0,0.072,2801.0,0.51,809.4,0.0,100.0,22.0,"(2040, 2589)"
18.04.2022 22:00:00,18.04.2022 23:00:00,0.05,0.0,312.0,1377.8,0.0,0.0,0.072,2204.0,0.51,662.4,0.0,100.0,22.0,"(2040, 2590)"
18.04.2022 23:00:00,19.04.2022 00:00:00,0.03,0.0,312.0,1439.2,0.0,0.0,0.072,1324.7,0.52,471.9,0.0,100.0,22.0,"(2040, 2591)"
19.04.2022 00:00:00,19.04.2022 01:00:00,0.03,0.0,312.0,1547.2,0.0,0.0,0.072,625.4,0.53,365.7,0.0,100.0,22.0,"(2040, 2592)"
19.04.2022 01:00:00,19.04.2022 02:00:00,0.01,0.0,312.0,1280.9,0.0,0.0,0.072,302.0,0.54,191.5,0.0,100.0,22.0,"(2040, 2593)"
19.04.2022 02:00:00,19.04.2022 03:00:00,0.03,0.0,312.0,1226.9,0.0,0.0,0.072,292.2,0.55,186.1,0.0,100.0,22.0,"(2040, 2594)"
19.04.2022 03:00:00,19.04.2022 04:00:00,0.05,0.0,312.0,1250.4,0.0,0.0,0.072,261.8,0.55,176.9,0.0,100.0,22.0,"(2040, 2595)"
19.04.2022 04:00:00,19.04.2022 05:00:00,0.1,0.0,312.0,1205.7,0.0,0.0,0.072,295.7,0.54,162.6,0.0,100.0,22.0,"(2040, 2596)"
19.04.2022 05:00:00,19.04.2022 06:00:00,0.14,0.0,312.0,1476.0,0.0,0.0,0.072,320.2,0.51,199.1,0.0,100.0,22.0,"(2040, 2597)"
19.04.2022 06:00:00,19.04.2022 07:00:00,0.11,0.0,311.0,1423.6,0.0,0.0,0.072,1629.8,0.51,664.3,0.0,100.0,22.0,"(2040, 2598)"
19.04.2022 07:00:00,19.04.2022 08:00:00,0.07,0.02,310.0,1448.4,0.0,0.0,0.072,2628.5,0.5,885.3,0.0,100.0,22.0,"(2040, 2599)"
19.04.2022 08:00:00,19.04.2022 09:00:00,0.07,0.04,312.0,1626.3,0.0,0.0,0.072,2636.2,0.49,789.8,0.0,100.0,22.0,"(2040, 2600)"
19.04.2022 09:00:00,19.04.2022 10:00:00,0.05,0.08,312.0,1810.2,0.0,0.0,0.072,2411.7,0.48,724.6,0.0,100.0,22.0,"(2040, 2601)"
19.04.2022 10:00:00,19.04.2022 11:00:00,0.03,0.11,312.0,2064.5,0.0,0.0,0.072,1814.5,0.47,476.4,0.0,100.0,22.0,"(2040, 2602)"
